,primary_fuel,state_x,county,state_y,median income
554,Wind,Idaho,Bonneville , Idaho,68614
555,Wind,Idaho,Bonneville , Idaho,68614
556,Hydro,Idaho,Bonneville , Idaho,68614
557,Hydro,Idaho,Bonneville , Idaho,68614
558,Wind,Idaho,Bonneville , Idaho,68614
559,Hydro,Idaho,Bonneville , Idaho,68614
560,Hydro,Idaho,Bonneville , Idaho,68614
561,Wind,Idaho,Bonneville , Idaho,68614
562,Wind,Iowa,Boone , Indiana,98867
563,Wind,Iowa,Boone , Kentucky,83877
564,Wind,Iowa,Boone , Missouri,62296
565,Wind,Iowa,Boone , Indiana,98867
566,Wind,Iowa,Boone , Kentucky,83877
567,Wind,Iowa,Boone , Missouri,62296
568,Oil,Iowa,Boone , Indiana,98867
569,Oil,Iowa,Boone , Kentucky,83877
570,Oil,Iowa,Boone , Missouri,62296
571,Waste,Kentucky,Boone , Indiana,98867
572,Waste,Kentucky,Boone , Kentucky,83877
573,Waste,Kentucky,Boone , Missouri,62296
574,Coal,Kentucky,Boone , Indiana,98867
575,Coal,Kentucky,Boone , Kentucky,83877
576,Coal,Kentucky,Boone , Missouri,62296
577,Gas,Missouri,Boone , Indiana,98867
578,Gas,Missouri,Boone , Kentucky,83877
579,Gas,Missouri,Boone , Missouri,62296
580,Gas,Missouri,Boone , Indiana,98867
581,Gas,Missouri,Boone , Kentucky,83877
582,Gas,Missouri,Boone , Missouri,62296
583,Oil,Missouri,Boone , Indiana,98867
584,Oil,Missouri,Boone , Kentucky,83877
585,Oil,Missouri,Boone , Missouri,62296
586,Gas,Missouri,Boone , Indiana,98867
587,Gas,Missouri,Boone , Kentucky,83877
588,Gas,Missouri,Boone , Missouri,62296
589,Wind,Nebraska,Boone , Indiana,98867
590,Wind,Nebraska,Boone , Kentucky,83877
591,Wind,Nebraska,Boone , Missouri,62296
592,Wind,Nebraska,Boone , Indiana,98867
593,Wind,Nebraska,Boone , Kentucky,83877
594,Wind,Nebraska,Boone , Missouri,62296
595,Hydro,Colorado,Boulder , Colorado,90168
596,Hydro,Colorado,Boulder , Colorado,90168
597,Hydro,Colorado,Boulder , Colorado,90168
598,Hydro,Colorado,Boulder , Colorado,90168
599,Solar,Colorado,Boulder , Colorado,90168
600,Hydro,Colorado,Boulder , Colorado,90168
601,Solar,Colorado,Boulder , Colorado,90168
602,Solar,Colorado,Boulder , Colorado,90168
603,Gas,Colorado,Boulder , Colorado,90168
604,Gas,Colorado,Boulder , Colorado,90168
605,Gas,Colorado,Boulder , Colorado,90168
606,Gas,Texas,Brazoria , Texas,82460
607,Gas,Texas,Brazoria , Texas,82460
608,Gas,Texas,Brazoria , Texas,82460
609,Gas,Texas,Brazoria , Texas,82460
610,Gas,Texas,Brazoria , Texas,82460
611,Gas,Texas,Brazoria , Texas,82460
612,Gas,Texas,Brazoria , Texas,82460
613,Gas,Texas,Brazoria , Texas,82460
614,Gas,Texas,Brazos , Texas,49362
615,Gas,Texas,Brazos , Texas,49362
616,Gas,Texas,Brazos , Texas,49362
617,Solar,Florida,Brevard , Florida,65333
618,Waste,Florida,Brevard , Florida,65333
619,Gas,Florida,Brevard , Florida,65333
620,Gas,Florida,Brevard , Florida,65333
621,Gas,Florida,Brevard , Florida,65333
622,Gas,Florida,Brevard , Florida,65333
623,Solar,Florida,Brevard , Florida,65333
624,Solar,Massachusetts,Bristol , Massachusetts,73102
625,Storage,Massachusetts,Bristol , Massachusetts,73102
626,Solar,Massachusetts,Bristol , Massachusetts,73102
627,Solar,Massachusetts,Bristol , Massachusetts,73102
628,Solar,Massachusetts,Bristol , Massachusetts,73102
629,Solar,Massachusetts,Bristol , Massachusetts,73102
630,Solar,Massachusetts,Bristol , Massachusetts,73102
631,Solar,Massachusetts,Bristol , Massachusetts,73102
632,Solar,Massachusetts,Bristol , Massachusetts,73102
633,Gas,Massachusetts,Bristol , Massachusetts,73102
634,Solar,Massachusetts,Bristol , Massachusetts,73102
635,Solar,Massachusetts,Bristol , Massachusetts,73102
636,Solar,Massachusetts,Bristol , Massachusetts,73102
637,Solar,Massachusetts,Bristol , Massachusetts,73102
638,Solar,Massachusetts,Bristol , Massachusetts,73102
639,Gas,Massachusetts,Bristol , Massachusetts,73102
640,Solar,Massachusetts,Bristol , Massachusetts,73102
641,Gas,Massachusetts,Bristol , Massachusetts,73102
642,Solar,Massachusetts,Bristol , Massachusetts,73102
643,Solar,Massachusetts,Bristol , Massachusetts,73102
644,Wind,Massachusetts,Bristol , Massachusetts,73102
645,Solar,Massachusetts,Bristol , Massachusetts,73102
646,Solar,Massachusetts,Bristol , Massachusetts,73102
647,Solar,Massachusetts,Bristol , Massachusetts,73102
648,Waste,Massachusetts,Bristol , Massachusetts,73102
649,Solar,Massachusetts,Bristol , Massachusetts,73102
650,Waste,Massachusetts,Bristol , Massachusetts,73102
651,Solar,Massachusetts,Bristol , Massachusetts,73102
652,Wind,Massachusetts,Bristol , Massachusetts,73102
653,Waste,Massachusetts,Bristol , Massachusetts,73102
654,Solar,Massachusetts,Bristol , Massachusetts,73102
655,Solar,Massachusetts,Bristol , Massachusetts,73102
656,Solar,Massachusetts,Bristol , Massachusetts,73102
657,Solar,Massachusetts,Bristol , Massachusetts,73102
658,Solar,Massachusetts,Bristol , Massachusetts,73102
659,Solar,Massachusetts,Bristol , Massachusetts,73102
660,Solar,Massachusetts,Bristol , Massachusetts,73102
661,Solar,Massachusetts,Bristol , Massachusetts,73102
662,Oil,Massachusetts,Bristol , Massachusetts,73102
663,Solar,Massachusetts,Bristol , Massachusetts,73102
664,Solar,Massachusetts,Bristol , Massachusetts,73102
665,Gas,New York,Broome , New York,55591
666,Solar,New York,Broome , New York,55591
667,Solar,New York,Broome , New York,55591
668,Waste,New York,Broome , New York,55591
669,Waste,Florida,Broward , Florida,65747
670,Gas,Florida,Broward , Florida,65747
671,Solar,Florida,Broward , Florida,65747
672,Gas,Florida,Broward , Florida,65747
673,Waste,Florida,Broward , Florida,65747
674,Wind,Illinois,Brown , Wisconsin,66191
675,Oil,Minnesota,Brown , Wisconsin,66191
676,Oil,Minnesota,Brown , Wisconsin,66191
677,Oil,Minnesota,Brown , Wisconsin,66191
678,Wind,Nebraska,Brown , Wisconsin,66191
679,Waste,Ohio,Brown , Wisconsin,66191
680,Gas,South Dakota,Brown , Wisconsin,66191
681,Gas,South Dakota,Brown , Wisconsin,66191
682,Gas,Wisconsin,Brown , Wisconsin,66191
683,Biomass,Wisconsin,Brown , Wisconsin,66191
684,Gas,Wisconsin,Brown , Wisconsin,66191
685,Gas,Wisconsin,Brown , Wisconsin,66191
686,Wind,Wisconsin,Brown , Wisconsin,66191
687,Solar,North Carolina,Brunswick , North Carolina,65374
688,Solar,North Carolina,Brunswick , North Carolina,65374
689,Gas,North Carolina,Brunswick , North Carolina,65374
690,Nuclear,North Carolina,Brunswick , North Carolina,65374
691,Waste,North Carolina,Brunswick , North Carolina,65374
692,Gas,Virginia,Brunswick , North Carolina,65374
693,Waste,Virginia,Brunswick , North Carolina,65374
694,Gas,Virginia,Brunswick , North Carolina,65374
695,Oil,Iowa,Buchanan , Missouri,50113
696,Gas,Missouri,Buchanan , Missouri,50113
697,Waste,Missouri,Buchanan , Missouri,50113
698,Gas,Virginia,Buchanan , Missouri,50113
699,Oil,Pennsylvania,Bucks , Pennsylvania,100144
700,Gas,Pennsylvania,Bucks , Pennsylvania,100144
701,Waste,Pennsylvania,Bucks , Pennsylvania,100144
702,Oil,Pennsylvania,Bucks , Pennsylvania,100144
703,Gas,Pennsylvania,Bucks , Pennsylvania,100144
704,Solar,Pennsylvania,Bucks , Pennsylvania,100144
705,Waste,Pennsylvania,Bucks , Pennsylvania,100144
706,Waste,Pennsylvania,Bucks , Pennsylvania,100144
707,Waste,Pennsylvania,Bucks , Pennsylvania,100144
708,Gas,North Carolina,Buncombe , North Carolina,64532
709,Solar,North Carolina,Buncombe , North Carolina,64532
710,Solar,North Carolina,Buncombe , North Carolina,64532
711,Hydro,North Carolina,Buncombe , North Carolina,64532
712,Hydro,North Carolina,Buncombe , North Carolina,64532
713,Nuclear,Georgia,Burke , North Carolina,55529
714,Solar,Georgia,Burke , North Carolina,55529
715,Solar,Georgia,Burke , North Carolina,55529
716,Oil,Georgia,Burke , North Carolina,55529
717,Hydro,North Carolina,Burke , North Carolina,55529
718,Oil,North Carolina,Burke , North Carolina,55529
719,Solar,North Carolina,Burke , North Carolina,55529
720,Solar,North Carolina,Burke , North Carolina,55529
721,Oil,North Carolina,Burke , North Carolina,55529
722,Solar,North Carolina,Burke , North Carolina,55529
723,Oil,North Carolina,Burke , North Carolina,55529
724,Oil,North Carolina,Burke , North Carolina,55529
725,Oil,North Carolina,Burke , North Carolina,55529
726,Wind,North Dakota,Burleigh , North Dakota,68424
727,Wind,North Dakota,Burleigh , North Dakota,68424
728,Wind,North Dakota,Burleigh , North Dakota,68424
729,Solar,New Jersey,Burlington , New Jersey,94397
730,Solar,New Jersey,Burlington , New Jersey,94397
731,Waste,New Jersey,Burlington , New Jersey,94397
732,Solar,New Jersey,Burlington , New Jersey,94397
733,Solar,New Jersey,Burlington , New Jersey,94397
734,Solar,New Jersey,Burlington , New Jersey,94397
735,Solar,New Jersey,Burlington , New Jersey,94397
736,Solar,New Jersey,Burlington , New Jersey,94397
737,Solar,New Jersey,Burlington , New Jersey,94397
738,Gas,New Jersey,Burlington , New Jersey,94397
739,Solar,New Jersey,Burlington , New Jersey,94397
740,Solar,New Jersey,Burlington , New Jersey,94397
741,Solar,New Jersey,Burlington , New Jersey,94397
742,Solar,New Jersey,Burlington , New Jersey,94397
743,Solar,New Jersey,Burlington , New Jersey,94397
744,Solar,New Jersey,Burlington , New Jersey,94397
745,Solar,New Jersey,Burlington , New Jersey,94397
746,Solar,New Jersey,Burlington , New Jersey,94397
747,Solar,New Jersey,Burlington , New Jersey,94397
748,Solar,New Jersey,Burlington , New Jersey,94397
749,Solar,New Jersey,Burlington , New Jersey,94397
750,Solar,New Jersey,Burlington , New Jersey,94397
751,Gas,New Jersey,Burlington , New Jersey,94397
752,Solar,New Jersey,Burlington , New Jersey,94397
753,Solar,New Jersey,Burlington , New Jersey,94397
754,Solar,New Jersey,Burlington , New Jersey,94397
755,Solar,New Jersey,Burlington , New Jersey,94397
756,Solar,New Jersey,Burlington , New Jersey,94397
757,Solar,New Jersey,Burlington , New Jersey,94397
758,Solar,New Jersey,Burlington , New Jersey,94397
759,Solar,New Jersey,Burlington , New Jersey,94397
760,Solar,New Jersey,Burlington , New Jersey,94397
761,Gas,Kansas,Butler , Kansas,71274
762,Gas,Kansas,Butler , Ohio,72820
763,Gas,Kansas,Butler , Pennsylvania,78146
764,Gas,Kansas,Butler , Kansas,71274
765,Gas,Kansas,Butler , Ohio,72820
766,Gas,Kansas,Butler , Pennsylvania,78146
767,Gas,Kansas,Butler , Kansas,71274
768,Gas,Kansas,Butler , Ohio,72820
769,Gas,Kansas,Butler , Pennsylvania,78146
770,Wind,Kansas,Butler , Kansas,71274
771,Wind,Kansas,Butler , Ohio,72820
772,Wind,Kansas,Butler , Pennsylvania,78146
773,Solar,Kansas,Butler , Kansas,71274
774,Solar,Kansas,Butler , Ohio,72820
775,Solar,Kansas,Butler , Pennsylvania,78146
776,Gas,Missouri,Butler , Kansas,71274
777,Gas,Missouri,Butler , Ohio,72820
778,Gas,Missouri,Butler , Pennsylvania,78146
779,Oil,Nebraska,Butler , Kansas,71274
780,Oil,Nebraska,Butler , Ohio,72820
781,Oil,Nebraska,Butler , Pennsylvania,78146
782,Gas,Ohio,Butler , Kansas,71274
783,Gas,Ohio,Butler , Ohio,72820
784,Gas,Ohio,Butler , Pennsylvania,78146
785,Gas,Ohio,Butler , Kansas,71274
786,Gas,Ohio,Butler , Ohio,72820
787,Gas,Ohio,Butler , Pennsylvania,78146
788,Hydro,Ohio,Butler , Kansas,71274
789,Hydro,Ohio,Butler , Ohio,72820
790,Hydro,Ohio,Butler , Pennsylvania,78146
791,Gas,Ohio,Butler , Kansas,71274
792,Gas,Ohio,Butler , Ohio,72820
793,Gas,Ohio,Butler , Pennsylvania,78146
794,Gas,Ohio,Butler , Kansas,71274
795,Gas,Ohio,Butler , Ohio,72820
796,Gas,Ohio,Butler , Pennsylvania,78146
797,Gas,Ohio,Butler , Kansas,71274
798,Gas,Ohio,Butler , Ohio,72820
799,Gas,Ohio,Butler , Pennsylvania,78146
800,Gas,Ohio,Butler , Kansas,71274
801,Gas,Ohio,Butler , Ohio,72820
802,Gas,Ohio,Butler , Pennsylvania,78146
803,Coal,Ohio,Butler , Kansas,71274
804,Coal,Ohio,Butler , Ohio,72820
805,Coal,Ohio,Butler , Pennsylvania,78146
806,Gas,Ohio,Butler , Kansas,71274
807,Gas,Ohio,Butler , Ohio,72820
808,Gas,Ohio,Butler , Pennsylvania,78146
809,Waste,California,Butte , California,64738
810,Solar,California,Butte , California,64738
811,Hydro,California,Butte , California,64738
812,Hydro,California,Butte , California,64738
813,Hydro,California,Butte , California,64738
814,Hydro,California,Butte , California,64738
815,Hydro,California,Butte , California,64738
816,Hydro,California,Butte , California,64738
817,Solar,California,Butte , California,64738
818,Solar,California,Butte , California,64738
819,Hydro,California,Butte , California,64738
820,Hydro,California,Butte , California,64738
821,Hydro,California,Butte , California,64738
822,Gas,California,Butte , California,64738
823,Hydro,California,Butte , California,64738
824,Gas,California,Butte , California,64738
825,Hydro,California,Butte , California,64738
826,Hydro,California,Butte , California,64738
827,Hydro,California,Butte , California,64738
828,Hydro,California,Butte , California,64738
829,Hydro,California,Butte , California,64738
830,Waste,North Carolina,Cabarrus , North Carolina,79672
831,Solar,North Carolina,Cabarrus , North Carolina,79672
832,Waste,North Carolina,Cabarrus , North Carolina,79672
833,Solar,North Carolina,Cabarrus , North Carolina,79672
834,Solar,North Carolina,Cabarrus , North Carolina,79672
835,Solar,North Carolina,Cabarrus , North Carolina,79672
836,Storage,West Virginia,Cabell , West Virginia,47020
837,Gas,Utah,Cache , Utah,69154
838,Hydro,Utah,Cache , Utah,69154
839,Hydro,Utah,Cache , Utah,69154
840,Gas,Utah,Cache , Utah,69154
841,Gas,Louisiana,Caddo Parish, Louisiana,44022
842,Gas,Louisiana,Caddo Parish, Louisiana,44022
843,Gas,Louisiana,Caddo Parish, Louisiana,44022
844,Waste,Louisiana,Calcasieu Parish, Louisiana,58020
845,Gas,Louisiana,Calcasieu Parish, Louisiana,58020
846,Gas,Louisiana,Calcasieu Parish, Louisiana,58020
847,Cogeneration,Louisiana,Calcasieu Parish, Louisiana,58020
848,Gas,Louisiana,Calcasieu Parish, Louisiana,58020
849,Gas,Louisiana,Calcasieu Parish, Louisiana,58020
850,Other,Louisiana,Calcasieu Parish, Louisiana,58020
851,Gas,Louisiana,Calcasieu Parish, Louisiana,58020
852,Other,Louisiana,Calcasieu Parish, Louisiana,58020
853,Coal,Louisiana,Calcasieu Parish, Louisiana,58020
854,Gas,Louisiana,Calcasieu Parish, Louisiana,58020
855,Solar,North Carolina,Caldwell , North Carolina,41210
856,Oil,North Carolina,Caldwell , North Carolina,41210
857,Hydro,North Carolina,Caldwell , North Carolina,41210
858,Solar,Alabama,Calhoun , Alabama,46524
859,Solar,Alabama,Calhoun , Michigan,55192
860,Gas,Alabama,Calhoun , Alabama,46524
861,Gas,Alabama,Calhoun , Michigan,55192
862,Hydro,Alabama,Calhoun , Alabama,46524
863,Hydro,Alabama,Calhoun , Michigan,55192
864,Solar,Arkansas,Calhoun , Alabama,46524
865,Solar,Arkansas,Calhoun , Michigan,55192
866,Gas,Michigan,Calhoun , Alabama,46524
867,Gas,Michigan,Calhoun , Michigan,55192
868,Waste,Michigan,Calhoun , Alabama,46524
869,Waste,Michigan,Calhoun , Michigan,55192
870,Gas,Michigan,Calhoun , Alabama,46524
871,Gas,Michigan,Calhoun , Michigan,55192
872,Gas,Michigan,Calhoun , Alabama,46524
873,Gas,Michigan,Calhoun , Michigan,55192
874,Solar,South Carolina,Calhoun , Alabama,46524
875,Solar,South Carolina,Calhoun , Michigan,55192
876,Solar,South Carolina,Calhoun , Alabama,46524
877,Solar,South Carolina,Calhoun , Michigan,55192
878,Gas,South Carolina,Calhoun , Alabama,46524
879,Gas,South Carolina,Calhoun , Michigan,55192
880,Solar,South Carolina,Calhoun , Alabama,46524
881,Solar,South Carolina,Calhoun , Michigan,55192
882,Solar,South Carolina,Calhoun , Alabama,46524
883,Solar,South Carolina,Calhoun , Michigan,55192
884,Cogeneration,Texas,Calhoun , Alabama,46524
885,Cogeneration,Texas,Calhoun , Michigan,55192
886,Gas,Texas,Calhoun , Alabama,46524
887,Gas,Texas,Calhoun , Michigan,55192
888,Gas,Texas,Calhoun , Alabama,46524
889,Gas,Texas,Calhoun , Michigan,55192
890,Gas,Texas,Calhoun , Alabama,46524
891,Gas,Texas,Calhoun , Michigan,55192
892,Petcoke,Texas,Calhoun , Alabama,46524
893,Petcoke,Texas,Calhoun , Michigan,55192
894,Gas,Texas,Calhoun , Alabama,46524
895,Gas,Texas,Calhoun , Michigan,55192
896,Nuclear,Maryland,Calvert , Maryland,122266
897,Gas,Maryland,Calvert , Maryland,122266
898,Wind,Pennsylvania,Cambria , Pennsylvania,52995
899,Gas,Pennsylvania,Cambria , Pennsylvania,52995
900,Coal,Pennsylvania,Cambria , Pennsylvania,52995
901,Coal,Pennsylvania,Cambria , Pennsylvania,52995
902,Wind,Pennsylvania,Cambria , Pennsylvania,52995
903,Wind,Pennsylvania,Cambria , Pennsylvania,52995
904,Wind,Pennsylvania,Cambria , Pennsylvania,52995
905,Solar,Georgia,Camden , New Jersey,78347
906,Oil,Georgia,Camden , New Jersey,78347
907,Hydro,Missouri,Camden , New Jersey,78347
908,Solar,New Jersey,Camden , New Jersey,78347
909,Solar,New Jersey,Camden , New Jersey,78347
910,Solar,New Jersey,Camden , New Jersey,78347
911,Gas,New Jersey,Camden , New Jersey,78347
912,Waste,New Jersey,Camden , New Jersey,78347
913,Solar,New Jersey,Camden , New Jersey,78347
914,Solar,New Jersey,Camden , New Jersey,78347
915,Solar,New Jersey,Camden , New Jersey,78347
916,Waste,New Jersey,Camden , New Jersey,78347
917,Solar,New Jersey,Camden , New Jersey,78347
918,Solar,New Jersey,Camden , New Jersey,78347
919,Solar,New Jersey,Camden , New Jersey,78347
920,Solar,North Carolina,Camden , New Jersey,78347
921,Solar,North Carolina,Camden , New Jersey,78347
922,Solar,North Carolina,Camden , New Jersey,78347
923,Wind,Texas,Cameron , Texas,48115
924,Wind,Texas,Cameron , Texas,48115
925,Gas,Texas,Cameron , Texas,48115
926,Wind,South Dakota,Campbell , Kentucky,71701
927,Waste,Virginia,Campbell , Kentucky,71701
928,Hydro,Virginia,Campbell , Kentucky,71701
929,Gas,Wyoming,Campbell , Kentucky,71701
930,Coal,Wyoming,Campbell , Kentucky,71701
931,Gas,Wyoming,Campbell , Kentucky,71701
932,Gas,Wyoming,Campbell , Kentucky,71701
933,Coal,Wyoming,Campbell , Kentucky,71701
934,Coal,Wyoming,Campbell , Kentucky,71701
935,Coal,Wyoming,Campbell , Kentucky,71701
936,Coal,Wyoming,Campbell , Kentucky,71701
937,Coal,Wyoming,Campbell , Kentucky,71701
938,Oil,Oklahoma,Canadian , Oklahoma,74768
939,Wind,Oklahoma,Canadian , Oklahoma,74768
940,Wind,Oklahoma,Canadian , Oklahoma,74768
941,Gas,Oklahoma,Canadian , Oklahoma,74768
942,Gas,Idaho,Canyon , Idaho,64314
943,Hydro,Idaho,Canyon , Idaho,64314
944,Oil,Missouri,Cape Girardeau , Missouri,61330
945,Solar,New Jersey,Cape May , New Jersey,78657
946,Solar,New Jersey,Cape May , New Jersey,78657
947,Waste,New Jersey,Cape May , New Jersey,78657
948,Hydro,Montana,Carbon , Pennsylvania,57262
949,Solar,Pennsylvania,Carbon , Pennsylvania,57262
950,Coal,Pennsylvania,Carbon , Pennsylvania,57262
951,Coal,Utah,Carbon , Pennsylvania,57262
952,Wind,Wyoming,Carbon , Pennsylvania,57262
953,Wind,Wyoming,Carbon , Pennsylvania,57262
954,Wind,Wyoming,Carbon , Pennsylvania,57262
955,Wind,Wyoming,Carbon , Pennsylvania,57262
956,Wind,Wyoming,Carbon , Pennsylvania,57262
957,Hydro,Wyoming,Carbon , Pennsylvania,57262
958,Wind,Wyoming,Carbon , Pennsylvania,57262
959,Wind,Wyoming,Carbon , Pennsylvania,57262
960,Hydro,Wyoming,Carbon , Pennsylvania,57262
961,Wind,Wyoming,Carbon , Pennsylvania,57262
962,Gas,Wyoming,Carbon , Pennsylvania,57262
963,Hydro,Arkansas,Carroll , Georgia,58473
964,Hydro,Arkansas,Carroll , Maryland,102476
965,Hydro,Indiana,Carroll , Georgia,58473
966,Hydro,Indiana,Carroll , Maryland,102476
967,Wind,Iowa,Carroll , Georgia,58473
968,Wind,Iowa,Carroll , Maryland,102476
969,Wind,Iowa,Carroll , Georgia,58473
970,Wind,Iowa,Carroll , Maryland,102476
971,Oil,Iowa,Carroll , Georgia,58473
972,Oil,Iowa,Carroll , Maryland,102476
973,Oil,Iowa,Carroll , Georgia,58473
974,Oil,Iowa,Carroll , Maryland,102476
975,Coal,Kentucky,Carroll , Georgia,58473
976,Coal,Kentucky,Carroll , Maryland,102476
977,Gas,Missouri,Carroll , Georgia,58473
978,Gas,Missouri,Carroll , Maryland,102476
979,Waste,New Hampshire,Carroll , Georgia,58473
980,Waste,New Hampshire,Carroll , Maryland,102476
981,Oil,New Hampshire,Carroll , Georgia,58473
982,Oil,New Hampshire,Carroll , Maryland,102476
983,Gas,Ohio,Carroll , Georgia,58473
984,Gas,Ohio,Carroll , Maryland,102476
985,Hydro,Virginia,Carroll , Georgia,58473
